ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1730061686,letgo.com,1996,Renault,CLIO,0,Benzin,Manuel,226500,gercek,scrape_edilmis
1730306173,letgo.com,2003,Hyundai,H-100,356000,Dizel,Manuel,350000,gercek,scrape_edilmis
1730283562,letgo.com,2023,Renault,TALIANT,70100,Benzin,Otomatik,1000000,gercek,scrape_edilmis
1730163216,letgo.com,2023,Opel,MOKKA-E,41000,Elektrik,Otomatik,1450000,gercek,scrape_edilmis
1730238171,letgo.com,2006,Hyundai,ACCENT,249000,Dizel,Manuel,260000,gercek,scrape_edilmis
1729657283,letgo.com,2015,BMW,520I,199000,Benzin,Otomatik,1595000,gercek,scrape_edilmis
1730259590,letgo.com,2008,Peugeot,PARTNER,239000,Dizel,Manuel,269000,gercek,scrape_edilmis
1730178038,letgo.com,2025,Fiat,EGEA,2500,Benzin,Manuel,1585000,gercek,scrape_edilmis
1730081586,letgo.com,2015,Honda,CR-V,208000,Dizel,Otomatik,1530000,gercek,scrape_edilmis
1726155686,letgo.com,2023,Renault,CLIO,65000,Benzin,Otomatik,1110000,gercek,scrape_edilmis
1729026653,letgo.com,2009,Chevrolet,CAPTIVA,272000,Dizel,Otomatik,540000,gercek,scrape_edilmis
1730210586,letgo.com,2012,Opel,ASTRA,185000,Dizel,Manuel,750000,gercek,scrape_edilmis
1726259230,letgo.com,2012,Renault,MEGANE,260000,Dizel,Manuel,540000,gercek,scrape_edilmis
1730115624,letgo.com,2015,Hyundai,i20,292000,Dizel,Manuel,487000,gercek,scrape_edilmis
1730333592,letgo.com,2012,Volkswagen,POLO,222000,Dizel,Otomatik,790000,gercek,scrape_edilmis
1707809929,letgo.com,1994,Kia,SEPHIA,297000,Benzin,Manuel,110000,gercek,scrape_edilmis
1730321093,letgo.com,2011,Seat,LEON,135000,Benzin,Manuel,665000,gercek,scrape_edilmis
1730204133,letgo.com,2005,Fiat,ALBEA,346000,Dizel,Manuel,265000,gercek,scrape_edilmis
1729913161,letgo.com,2005,Opel,CORSA,330000,Dizel,Manuel,280000,gercek,scrape_edilmis
1729338365,letgo.com,1994,Tofas,DOGAN,53000,Benzin,Manuel,130000,gercek,scrape_edilmis
1725580685,letgo.com,2006,Fiat,PALIO,155000,Benzin,Manuel,295000,gercek,scrape_edilmis
1730130453,letgo.com,1998,BMW,328i,305000,Benzin,Otomatik,650000,gercek,scrape_edilmis
1716898772,letgo.com,2004,Chevrolet,LACETTI,265000,Benzin,Manuel,260000,gercek,scrape_edilmis
1730355306,letgo.com,2000,Renault,CLIO,247000,Benzin,Manuel,345000,gercek,scrape_edilmis
1728888371,letgo.com,2016,Fiat,EGEA,212000,Dizel,Manuel,575000,gercek,scrape_edilmis
1710245093,letgo.com,2012,Jeep,COMPASS,210000,Benzin,Otomatik,840000,gercek,scrape_edilmis
1722020692,letgo.com,2017,Hyundai,TUCSON,254000,Benzin,Otomatik,1300000,gercek,scrape_edilmis
1715181718,letgo.com,1998,Mercedes,SPRINTER,250000,Dizel,Manuel,398000,gercek,scrape_edilmis
1728609706,letgo.com,2013,Renault,FLUENCE,280000,Dizel,Otomatik,450000,gercek,scrape_edilmis
1730121941,letgo.com,2024,Mg,HS,67202,Benzin,Otomatik,1800000,gercek,scrape_edilmis
1730121722,letgo.com,2024,Ford,PUMA,48002,Benzin,Otomatik,1360000,gercek,scrape_edilmis
1715953322,letgo.com,1996,Tofas,SAHIN,210000,Benzin,Manuel,210000,gercek,scrape_edilmis
1724410502,letgo.com,2008,Renault,CLIO,425000,Dizel,Manuel,315000,gercek,scrape_edilmis
1727097580,letgo.com,2015,Fiat,LINEA,204000,Dizel,Manuel,590000,gercek,scrape_edilmis
1730193735,letgo.com,2020,Renault,CLIO,108000,Benzin,Manuel,775000,gercek,scrape_edilmis
1727369056,letgo.com,2008,Hyundai,ACCENT,400000,Benzin,Manuel,300000,gercek,scrape_edilmis
1704735345,letgo.com,2017,Fiat,EGEA,113000,Dizel,Otomatik,570000,gercek,scrape_edilmis
1724955268,letgo.com,2023,Peugeot,EXPERT,36000,Dizel,Manuel,899000,gercek,scrape_edilmis
1730279519,letgo.com,2007,Renault,MEGANE,219000,Benzin,Manuel,385000,gercek,scrape_edilmis
1726163893,letgo.com,2015,Fiat,LINEA,202000,Dizel,Manuel,510000,gercek,scrape_edilmis
1714173508,letgo.com,2012,Skoda,FABIA,136000,Benzin,Manuel,415000,gercek,scrape_edilmis
1730073096,letgo.com,2017,Renault,MEGANE,260000,Dizel,Otomatik,925000,gercek,scrape_edilmis
1730233865,letgo.com,2012,Volkswagen,GOLF,239000,Benzin,Otomatik,111111,gercek,scrape_edilmis
1729133376,letgo.com,2005,Skoda,FABIA,307000,Dizel,Manuel,305000,gercek,scrape_edilmis
1725011720,letgo.com,2006,Citroen,C4,265000,Dizel,Manuel,365000,gercek,scrape_edilmis
1729877812,letgo.com,2015,Renault,FLUENCE,280000,Dizel,Otomatik,775000,gercek,scrape_edilmis
1729778685,letgo.com,2006,Opel,CORSA,339000,Dizel,Manuel,330000,gercek,scrape_edilmis
1721444584,letgo.com,2005,Opel,ASTRA,350000,Benzin,Manuel,365000,gercek,scrape_edilmis
1725741152,letgo.com,2021,Honda,CIVIC,160000,Benzin,Otomatik,1600000,gercek,scrape_edilmis
1725546021,letgo.com,2013,Fiat,FREEMONT,247000,Dizel,Otomatik,850000,gercek,scrape_edilmis
1727840719,letgo.com,2004,Peugeot,PARTNER,232000,Dizel,Manuel,299000,gercek,scrape_edilmis
1730091675,letgo.com,2015,Volkswagen,GOLF,126000,Dizel,Manuel,1500000,gercek,scrape_edilmis
1659872513,letgo.com,2002,Peugeot,206+,212000,Benzin,Otomatik,375000,gercek,scrape_edilmis
1727736699,letgo.com,2004,Ford,FIESTA,320000,Dizel,Manuel,365000,gercek,scrape_edilmis
1730054344,letgo.com,2015,BMW,320i,211000,Benzin,Otomatik,1350000,gercek,scrape_edilmis
1730117428,letgo.com,2006,Opel,CORSA,275000,Dizel,Otomatik,375000,gercek,scrape_edilmis
1724448636,letgo.com,2023,Peugeot,5008,74000,Dizel,Otomatik,2215000,gercek,scrape_edilmis
1730077999,letgo.com,2006,Renault,MEGANE,307000,Benzin,Manuel,385000,gercek,scrape_edilmis
1724659748,letgo.com,2012,Fiat,FIORINO,264000,Dizel,Manuel,435000,gercek,scrape_edilmis
1686893675,letgo.com,1999,Renault,LAGUNA,175000,Benzin,Manuel,450000,gercek,scrape_edilmis
1730029073,letgo.com,2003,Peugeot,PARTNER,348000,Dizel,Manuel,125000,gercek,scrape_edilmis
1730302924,letgo.com,2020,Renault,CLIO,53000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
1729168780,letgo.com,2009,Renault,MASTER,410000,Dizel,Manuel,200000,gercek,scrape_edilmis
1694204376,letgo.com,2012,Fiat,FIORINO,212000,Dizel,Otomatik,475000,gercek,scrape_edilmis
1730245940,letgo.com,2005,Fiat,PALIO,370000,Benzin,Manuel,212000,gercek,scrape_edilmis
1726083498,letgo.com,2010,Dodge,JOURNEY,310000,Dizel,Otomatik,700000,gercek,scrape_edilmis
1730078800,letgo.com,2009,Ford,FIESTA,160800,Benzin,Manuel,525000,gercek,scrape_edilmis
1730188035,letgo.com,1998,Ssangyong,MUSSO,400000,Benzin,Otomatik,250000,gercek,scrape_edilmis
1730171320,letgo.com,2003,Opel,CORSA,340000,Dizel,Manuel,259000,gercek,scrape_edilmis
1730163093,letgo.com,2000,Honda,CIVIC,255000,Benzin,Manuel,400000,gercek,scrape_edilmis
1730160639,letgo.com,2011,Fiat,FIORINO,480,Dizel,Manuel,220000,gercek,scrape_edilmis
1725645189,letgo.com,1996,Fiat,UNO,252000,Benzin,Manuel,205000,gercek,scrape_edilmis
1730204586,letgo.com,1983,Volkswagen,JETTA,304000,Dizel,Manuel,125000,gercek,scrape_edilmis
1730156730,letgo.com,2011,Kia,RIO,349000,Dizel,Manuel,345000,gercek,scrape_edilmis
1730064972,letgo.com,2017,Volkswagen,GOLF,185000,Dizel,Otomatik,1300000,gercek,scrape_edilmis
1730158935,letgo.com,1996,Fiat,UNO,337000,Benzin,Manuel,87000,gercek,scrape_edilmis
1730153697,letgo.com,2000,Fiat,SCUDO,240000,Dizel,Manuel,165000,gercek,scrape_edilmis
1730312680,letgo.com,2015,Mercedes,C180,83000,Benzin,Otomatik,2600000,gercek,scrape_edilmis
1730049076,letgo.com,2023,Mg,HS,21703,Benzin,Otomatik,1855000,gercek,scrape_edilmis
1730149472,letgo.com,2011,Ford,S-MAX,167000,Dizel,Manuel,630000,gercek,scrape_edilmis
1730048958,letgo.com,2022,Renault,CLIO,97111,Benzin,Otomatik,1125000,gercek,scrape_edilmis
1730048824,letgo.com,2023,Hyundai,BAYON,77217,Benzin,Otomatik,1355000,gercek,scrape_edilmis
1730140170,letgo.com,1994,Mazda,323,327000,Benzin,Manuel,180000,gercek,scrape_edilmis
1730048711,letgo.com,2024,Mercedes,EQB,45385,Elektrik,Otomatik,3255000,gercek,scrape_edilmis
1730048600,letgo.com,2024,Hyundai,TUCSON,31900,Dizel,Otomatik,2710000,gercek,scrape_edilmis
1730136884,letgo.com,2016,Seat,IBIZA,220000,Benzin,Manuel,550000,gercek,scrape_edilmis
1730100633,letgo.com,2016,Volkswagen,CADDY,178000,Dizel,Manuel,890000,gercek,scrape_edilmis
1721374961,letgo.com,2020,Skoda,SCALA,90000,Dizel,Otomatik,1360000,gercek,scrape_edilmis
1730131619,letgo.com,2013,Ford,FIESTA,145350,Benzin,Otomatik,820000,gercek,scrape_edilmis
1730037466,letgo.com,2004,Fiat,ALBEA,290000,Dizel,Manuel,300000,gercek,scrape_edilmis
1730056826,letgo.com,2003,Citroen,BERLINGO,376000,Dizel,Manuel,190000,gercek,scrape_edilmis
1730123777,letgo.com,1998,Tofas,DOGAN,200000,Benzin,Manuel,215000,gercek,scrape_edilmis
1730117627,letgo.com,2012,Citroen,C3,290000,Dizel,Manuel,340000,gercek,scrape_edilmis
1730107211,letgo.com,2011,Mercedes,C180K,255000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
1730100975,letgo.com,2010,Fiat,DOBLO,238000,Dizel,Manuel,80000,gercek,scrape_edilmis
1730097877,letgo.com,2017,Jeep,RENEGADE,254000,Dizel,Otomatik,1350000,gercek,scrape_edilmis
1730096221,letgo.com,1992,Tofas,SAHIN,500000,Benzin,Manuel,140000,gercek,scrape_edilmis
1730176412,letgo.com,2001,Renault,MEGANE,78000,Benzin,Manuel,500000,gercek,scrape_edilmis
1730029709,letgo.com,2022,Fiat,EGEA,37000,Benzin,Manuel,865000,gercek,scrape_edilmis
1730083882,letgo.com,1994,Renault,19,385000,Benzin,Manuel,85000,gercek,scrape_edilmis
1730221356,letgo.com,2016,Toyota,COROLLA,196000,Dizel,Otomatik,1100000,gercek,scrape_edilmis
1730207905,letgo.com,2015,Kia,SPORTAGE,97500,Benzin,Otomatik,1155000,gercek,scrape_edilmis
1730077371,letgo.com,2008,Opel,ASTRA,59000,Benzin,Manuel,514000,gercek,scrape_edilmis
1730218586,letgo.com,2014,Fiat,LINEA,240000,Dizel,Manuel,440000,gercek,scrape_edilmis
1730046574,letgo.com,2013,Renault,SYMBOL,250000,Dizel,Manuel,475000,gercek,scrape_edilmis
1730076748,letgo.com,2002,Ford,TRANSIT,346500,Dizel,Manuel,320000,gercek,scrape_edilmis
1703459512,letgo.com,2012,Fiat,DOBLO,245000,Dizel,Manuel,510000,gercek,scrape_edilmis
1730114027,letgo.com,2010,Hyundai,ACCENT,161000,Benzin,Manuel,535000,gercek,scrape_edilmis
1730067079,letgo.com,1989,Tofas,SAHIN,198000,Benzin,Manuel,111000,gercek,scrape_edilmis
1719896729,letgo.com,2001,Nissan,MICRA,275000,Benzin,Manuel,310000,gercek,scrape_edilmis
1730022136,letgo.com,2018,Renault,CLIO,140000,Dizel,Manuel,780000,gercek,scrape_edilmis
1730058086,letgo.com,1996,Volvo,S80,292000,Benzin,Manuel,280000,gercek,scrape_edilmis
1730037567,letgo.com,1999,Peugeot,206+,292500,Benzin,Otomatik,229000,gercek,scrape_edilmis
1704700282,letgo.com,2005,Chevrolet,LACETTI,310000,Benzin,Manuel,310000,gercek,scrape_edilmis
1730056620,letgo.com,2006,Toyota,COROLLA,295000,Dizel,Otomatik,465000,gercek,scrape_edilmis
1730051906,letgo.com,1997,Renault,BROADWAY,300000,Benzin,Manuel,179999,gercek,scrape_edilmis
1730021190,letgo.com,2000,Peugeot,206+,325000,Benzin,Manuel,310000,gercek,scrape_edilmis
1730015771,letgo.com,1998,Renault,MEGANE,346000,Benzin,Manuel,210000,gercek,scrape_edilmis
1730018581,letgo.com,2023,Renault,TALIANT,21500,Benzin,Otomatik,1079000,gercek,scrape_edilmis
1729989615,letgo.com,2023,Opel,MOKKA,14400,Benzin,Otomatik,1720000,gercek,scrape_edilmis
1730015655,letgo.com,2003,Opel,CORSA,310000,Dizel,Manuel,335000,gercek,scrape_edilmis
1729989954,letgo.com,2007,Renault,MASTER,495,Dizel,Manuel,299000,gercek,scrape_edilmis
1730326139,letgo.com,2025,Fiat,SCUDO,42000,Dizel,Manuel,1005000,gercek,scrape_edilmis
1730015497,letgo.com,2001,Opel,ASTRA,300000,Benzin,Manuel,255000,gercek,scrape_edilmis
1716644767,letgo.com,1995,Opel,ASTRA,296400,Benzin,Manuel,205000,gercek,scrape_edilmis
1729980132,letgo.com,2005,Fiat,PANDA,314000,Benzin,Manuel,285000,gercek,scrape_edilmis
1730012735,letgo.com,2006,Peugeot,206+,277000,Dizel,Manuel,275000,gercek,scrape_edilmis
1725229180,letgo.com,2000,Suzuki,MARUTI,39000,Benzin,Manuel,155000,gercek,scrape_edilmis
1730149989,letgo.com,2024,Kia,STONIC,3850,Benzin,Otomatik,1585000,gercek,scrape_edilmis
1730012163,letgo.com,1998,Fiat,TIPO,171000,Benzin,Manuel,155000,gercek,scrape_edilmis
1730025441,letgo.com,2010,Citroen,BERLINGO,450000,Dizel,Manuel,350000,gercek,scrape_edilmis
1730029251,letgo.com,2014,Volkswagen,POLO,160000,Dizel,Manuel,648000,gercek,scrape_edilmis
1730008496,letgo.com,1993,Tofas,SAHIN,50000,Benzin,Manuel,119999,gercek,scrape_edilmis
1729904591,letgo.com,2024,Opel,MOKKA,16757,Benzin,Otomatik,1640000,gercek,scrape_edilmis
1729966229,letgo.com,2009,Chery,KIMO,190662,Benzin,Manuel,180000,gercek,scrape_edilmis
1730008199,letgo.com,2006,Renault,SCENIC,143000,Benzin,Otomatik,320000,gercek,scrape_edilmis
1729890737,letgo.com,2020,Fiat,EGEA,90000,Benzin,Manuel,890000,gercek,scrape_edilmis
1730007856,letgo.com,2016,Skoda,RAPID,263000,Dizel,Otomatik,649000,gercek,scrape_edilmis
1721318879,letgo.com,2015,Fiat,DOBLO,92900,Dizel,Manuel,765000,gercek,scrape_edilmis
1730094469,letgo.com,2024,Fiat,EGEA,11300,Dizel,Otomatik,1620000,gercek,scrape_edilmis
1730001377,letgo.com,2001,Hyundai,ACCENT,312000,Benzin,Manuel,370000,gercek,scrape_edilmis
1729986102,letgo.com,2000,Hyundai,ACCENT,290000,Benzin,Manuel,360000,gercek,scrape_edilmis
1729958546,letgo.com,2020,Fiat,EGEA,150600,Dizel,Otomatik,1025000,gercek,scrape_edilmis
1729936768,letgo.com,2010,Volkswagen,PASSAT,255000,Benzin,Manuel,920000,gercek,scrape_edilmis
1729978214,letgo.com,2011,Renault,FLUENCE,285000,Dizel,Manuel,685000,gercek,scrape_edilmis
1726476856,letgo.com,2016,Volkswagen,GOLF,275000,Benzin,Otomatik,1050000,gercek,scrape_edilmis
1729913485,letgo.com,1992,Tofas,SAHIN,250000,Benzin,Manuel,141000,gercek,scrape_edilmis
1729878629,letgo.com,2024,Hyundai,i20,43845,Benzin,Otomatik,1315000,gercek,scrape_edilmis
1714168505,letgo.com,2016,Opel,ASTRA,105000,Dizel,Otomatik,1030000,gercek,scrape_edilmis
1729900876,letgo.com,2005,Renault,KANGOO,201000,Dizel,Manuel,365000,gercek,scrape_edilmis
1729808837,letgo.com,2011,Fiat,ALBEA,212000,Dizel,Manuel,409000,gercek,scrape_edilmis
1730037202,letgo.com,2012,Renault,MEGANE,355000,Dizel,Otomatik,525000,gercek,scrape_edilmis
1729894657,letgo.com,2011,Citroen,C5,240000,Benzin,Otomatik,675000,gercek,scrape_edilmis
1730304186,letgo.com,2019,Opel,ASTRA,119000,Benzin,Otomatik,1015000,gercek,scrape_edilmis
1729888789,letgo.com,2006,Renault,MEGANE,320000,Dizel,Manuel,355000,gercek,scrape_edilmis
1730308876,letgo.com,1998,Ford,TRANSIT,377000,Dizel,Manuel,320000,gercek,scrape_edilmis
1729971044,letgo.com,1998,Tofas,SAHIN,170000,Benzin,Manuel,999999,gercek,scrape_edilmis
1729888515,letgo.com,2004,Renault,CLIO,250000,Dizel,Manuel,224000,gercek,scrape_edilmis
1719968969,letgo.com,2013,Citroen,C-ELYSEE,283000,Dizel,Manuel,550000,gercek,scrape_edilmis
1691298621,letgo.com,2014,Mitsubishi,SPACESTAR,66000,Benzin,Otomatik,630000,gercek,scrape_edilmis
1729886714,letgo.com,2024,Citroen,E-C4,9700,Elektrik,Otomatik,455000,gercek,scrape_edilmis
1730033841,letgo.com,1997,Tofas,DOGAN,29000,Benzin,Manuel,300000,gercek,scrape_edilmis
1729885331,letgo.com,1998,Fiat,TIPO,141520,Benzin,Manuel,198000,gercek,scrape_edilmis
1725914240,letgo.com,2011,Chevrolet,CRUZE,241000,Benzin,Manuel,525000,gercek,scrape_edilmis
1725925830,letgo.com,2009,Fiat,PALIO,350000,Dizel,Manuel,270000,gercek,scrape_edilmis
1729871013,letgo.com,2000,Honda,ACCORD,280000,Benzin,Otomatik,340000,gercek,scrape_edilmis
1729866520,letgo.com,2012,Renault,FLUENCE,177000,Dizel,Manuel,710000,gercek,scrape_edilmis
1729865476,letgo.com,2007,Fiat,DOBLO,370500,Dizel,Manuel,240000,gercek,scrape_edilmis
1729863731,letgo.com,1998,BMW,520IA,420000,Benzin,Otomatik,99750,gercek,scrape_edilmis
1730020175,letgo.com,2006,Volkswagen,TOURAN,190000,Benzin,Otomatik,475000,gercek,scrape_edilmis
1730065370,letgo.com,2008,Seat,CORDOBA,239000,Dizel,Manuel,369000,gercek,scrape_edilmis
1729847513,letgo.com,2000,Skoda,PICK,200000,Benzin,Manuel,139000,gercek,scrape_edilmis
1699205157,letgo.com,2008,Volvo,S40,256000,Dizel,Manuel,650000,gercek,scrape_edilmis
1729995445,letgo.com,2006,Renault,MEGANE,170000,Benzin,Manuel,450000,gercek,scrape_edilmis
1729845262,letgo.com,2013,Toyota,YARIS,234000,Benzin,Manuel,559000,gercek,scrape_edilmis
1729893958,letgo.com,2011,Geely,EMGRAND,123000,Benzin,Manuel,320000,gercek,scrape_edilmis
1729836901,letgo.com,1997,Tofas,SAHIN,114000,Benzin,Manuel,170000,gercek,scrape_edilmis
1729914752,letgo.com,2025,Peugeot,2008,8750,Benzin,Otomatik,1500000,gercek,scrape_edilmis
1725797383,letgo.com,2006,Nissan,NAVARA,368000,Dizel,Otomatik,775000,gercek,scrape_edilmis
1729835636,letgo.com,1999,Tofas,SAHIN,200000,Benzin,Manuel,180000,gercek,scrape_edilmis
1729966926,letgo.com,2013,Ford,TRANSIT,418000,Dizel,Manuel,675000,gercek,scrape_edilmis
1725547523,letgo.com,2016,Volkswagen,POLO,96500,Benzin,Manuel,925000,gercek,scrape_edilmis
1729828973,letgo.com,2014,Volkswagen,POLO,176000,Dizel,Manuel,695000,gercek,scrape_edilmis
1730339561,letgo.com,2024,Opel,MOKKA,27500,Benzin,Otomatik,1459000,gercek,scrape_edilmis
1718229533,letgo.com,2010,Renault,SYMBOL,114000,Dizel,Manuel,560000,gercek,scrape_edilmis
1729827502,letgo.com,2022,Fiat,DOBLO,115000,Dizel,Manuel,765000,gercek,scrape_edilmis
1729869507,letgo.com,2018,Toyota,COROLLA,84000,Benzin,Otomatik,1125000,gercek,scrape_edilmis
1730263812,letgo.com,2023,Volkswagen,PASSAT,71000,Benzin,Otomatik,1875000,gercek,scrape_edilmis
1729825334,letgo.com,2019,Toyota,COROLLA,100000,Benzin,Otomatik,1440000,gercek,scrape_edilmis
1730346748,letgo.com,2017,Volkswagen,JETTA,119000,Benzin,Manuel,1100000,gercek,scrape_edilmis
1729810971,letgo.com,1999,Daewoo,MATIZ,355000,Benzin,Manuel,205000,gercek,scrape_edilmis
1729990840,letgo.com,2016,Seat,LEON,174000,Dizel,Otomatik,1280000,gercek,scrape_edilmis
1729853988,letgo.com,2025,Renault,MEGANE,7800,Benzin,Otomatik,1650000,gercek,scrape_edilmis
1729803151,letgo.com,1998,Peugeot,306,353000,Benzin,Manuel,265000,gercek,scrape_edilmis
1729790478,letgo.com,1998,Tofas,SAHIN,380000,Benzin,Manuel,130000,gercek,scrape_edilmis
1729787732,letgo.com,1993,Renault,BROADWAY,340000,Benzin,Manuel,109000,gercek,scrape_edilmis
1729785839,letgo.com,1994,Fiat,TIPO,420000,Benzin,Manuel,135000,gercek,scrape_edilmis
1729784515,letgo.com,2011,Opel,ASTRA,219000,Dizel,Manuel,428000,gercek,scrape_edilmis
1725725735,letgo.com,2016,Hyundai,i20,185000,Benzin,Otomatik,1060000,gercek,scrape_edilmis
1729915938,letgo.com,2016,Fiat,DOBLO,194000,Dizel,Manuel,558000,gercek,scrape_edilmis
1729781261,letgo.com,2024,Volkswagen,POLO,18000,Benzin,Otomatik,1410000,gercek,scrape_edilmis
1729973101,letgo.com,2015,Renault,KADJAR,328000,Dizel,Otomatik,1100000,gercek,scrape_edilmis
1729798208,letgo.com,2012,Audi,A5,270000,Dizel,Otomatik,1495000,gercek,scrape_edilmis
1729780974,letgo.com,1992,Tofas,DOGAN,250000,Benzin,Manuel,185000,gercek,scrape_edilmis
1729941821,letgo.com,2012,Ford,TRANSIT,263500,Dizel,Manuel,600000,gercek,scrape_edilmis
1729788654,letgo.com,2008,Renault,CLIO,174725,Dizel,Manuel,485000,gercek,scrape_edilmis
1729777895,letgo.com,1998,Renault,TWINGO,173000,Benzin,Manuel,219000,gercek,scrape_edilmis
1729835031,letgo.com,2012,Audi,A3,207000,Dizel,Otomatik,950000,gercek,scrape_edilmis
1729814497,letgo.com,2025,Chery,OMODA,9963,Benzin,Otomatik,1830000,gercek,scrape_edilmis
1729770728,letgo.com,2006,Peugeot,206+,175000,Benzin,Otomatik,350000,gercek,scrape_edilmis
1730176900,letgo.com,2011,Volkswagen,POLO,43000,Benzin,Manuel,935000,gercek,scrape_edilmis
1716470317,letgo.com,2006,Volkswagen,TRANSPORTER,215,Dizel,Manuel,675000,gercek,scrape_edilmis
1729759280,letgo.com,2004,Dacia,SOLENZO,161000,Benzin,Manuel,310000,gercek,scrape_edilmis
1729801511,letgo.com,1998,Ford,KA,90000,Benzin,Manuel,200000,gercek,scrape_edilmis
1729974288,letgo.com,2014,Toyota,YARIS,170000,Benzin,Otomatik,40000,gercek,scrape_edilmis
1729750093,letgo.com,2008,Kia,CERATO,308000,Dizel,Manuel,450000,gercek,scrape_edilmis
1729841633,letgo.com,2015,Hyundai,i20,51000,Benzin,Manuel,875000,gercek,scrape_edilmis
1720358792,letgo.com,1996,Hyundai,ELANTRA,235000,Benzin,Manuel,210000,gercek,scrape_edilmis
1729730504,letgo.com,2022,Nissan,QASHQAI,76000,Benzin,Otomatik,1860000,gercek,scrape_edilmis
1729690242,letgo.com,2010,Chevrolet,CRUZE,275000,Benzin,Manuel,340000,gercek,scrape_edilmis
1729688859,letgo.com,1996,Volkswagen,POLO,203000,Benzin,Manuel,140000,gercek,scrape_edilmis
1729682367,letgo.com,1988,Renault,12,280000,Benzin,Manuel,230000,gercek,scrape_edilmis
1729723363,letgo.com,2005,Kia,PICANTO,217000,Benzin,Manuel,319000,gercek,scrape_edilmis
1714823572,letgo.com,2008,Fiat,DOBLO,291000,Dizel,Manuel,390000,gercek,scrape_edilmis
1729676203,letgo.com,1995,Toyota,COROLLA,303000,Benzin,Manuel,285000,gercek,scrape_edilmis
1718592542,letgo.com,2013,Nissan,JUKE,144000,Dizel,Manuel,815000,gercek,scrape_edilmis
1716481196,letgo.com,2018,Fiat,DOBLO,208000,Dizel,Manuel,750000,gercek,scrape_edilmis
1729667082,letgo.com,2009,Peugeot,207,212500,Benzin,Otomatik,520000,gercek,scrape_edilmis
1715887055,letgo.com,2013,Mercedes,SPINTER,391000,Dizel,Otomatik,728500,gercek,scrape_edilmis
1693720163,letgo.com,2001,Renault,KANGOO,254000,Benzin,Manuel,345000,gercek,scrape_edilmis
1729662671,letgo.com,2004,Ford,FIESTA,301000,Benzin,Manuel,335000,gercek,scrape_edilmis
1729779003,letgo.com,2017,Kia,CERATO,228000,Dizel,Otomatik,875000,gercek,scrape_edilmis
1729861079,letgo.com,2004,Citroen,C3,232000,Benzin,Manuel,340000,gercek,scrape_edilmis
1729658767,letgo.com,1993,Tofas,SAHIN,111111,Benzin,Manuel,150000,gercek,scrape_edilmis
1730332192,letgo.com,2021,Peugeot,RIFTER,115000,Dizel,Manuel,975000,gercek,scrape_edilmis
1729752500,letgo.com,2024,Opel,MOKKA,35496,Benzin,Otomatik,1625000,gercek,scrape_edilmis
1729656196,letgo.com,2000,Peugeot,206+,313000,Benzin,Manuel,300000,gercek,scrape_edilmis
1729752265,letgo.com,2022,Toyota,COROLLA,25488,Hibrit,Otomatik,1725000,gercek,scrape_edilmis
1729753339,letgo.com,2024,Peugeot,408,44382,Benzin,Otomatik,1865000,gercek,scrape_edilmis
1729655733,letgo.com,2006,Kia,RIO,184000,Dizel,Manuel,450000,gercek,scrape_edilmis
1729775850,letgo.com,2015,Honda,CIVIC,123000,Benzin,Otomatik,1325000,gercek,scrape_edilmis
1729927389,letgo.com,2011,Peugeot,206+,233000,Dizel,Manuel,370000,gercek,scrape_edilmis
1729630901,letgo.com,2006,Fiat,PUNTO,315000,Dizel,Manuel,350000,gercek,scrape_edilmis
1725449129,letgo.com,2012,Fiat,PUNTO,299999,Dizel,Manuel,530000,gercek,scrape_edilmis
1729883450,letgo.com,1993,Tofas,DOGAN,100000,Benzin,Manuel,160000,gercek,scrape_edilmis
1729623423,letgo.com,1998,Fiat,TIPO,207000,Benzin,Manuel,174000,gercek,scrape_edilmis
1729620825,letgo.com,2008,Hyundai,GETZ,250000,Benzin,Manuel,395000,gercek,scrape_edilmis
1729575937,letgo.com,2009,Citroen,BERLINGO,276000,Dizel,Manuel,422000,gercek,scrape_edilmis
1729564662,letgo.com,1994,Tofas,SAHIN,210000,Benzin,Manuel,189000,gercek,scrape_edilmis
1729816797,letgo.com,2004,Opel,ASTRA,320000,Benzin,Manuel,430000,gercek,scrape_edilmis
1729830311,letgo.com,2013,Citroen,C-ELYSEE,149000,Benzin,Manuel,470000,gercek,scrape_edilmis
1729563360,letgo.com,2014,Volkswagen,PASSAT,267500,Dizel,Otomatik,1050000,gercek,scrape_edilmis
1693059567,letgo.com,2013,BMW,520I,160000,Benzin,Otomatik,1900000,gercek,scrape_edilmis
1729752358,letgo.com,2021,Volkswagen,PASSAT,119893,Benzin,Otomatik,2080000,gercek,scrape_edilmis
1729555811,letgo.com,2001,Seat,TOLEDO,314000,Benzin,Manuel,300000,gercek,scrape_edilmis
1729799008,letgo.com,2005,Hyundai,ELANTRA,549000,Benzin,Manuel,150000,gercek,scrape_edilmis
1721756713,letgo.com,2023,Fiat,EGEA,92000,Dizel,Otomatik,1170000,gercek,scrape_edilmis
1729513132,letgo.com,2015,Fiat,DOBLO,250000,Dizel,Manuel,500000,gercek,scrape_edilmis
